611.5 392.44
826.26 205.48
526.47 759.48
193.3 808.74
585.01 479.87
350.29 895.96
174.11 858.94
710.5 513.53
531.66 571.18
601.76 607.17
862.24 209.6
964 20
587.91 691.18
743.74 468.46
457.96 949.16
735.01 608.97
425.15 802.88
751.55 345.56
699.76 504.81
147.5 949.58
141.58 905.12
692.89 303.05
153.23 877.25
732.02 405.59
682.24 755.85
721.92 475.3
517.01 662.98
846.98 316.87
739.19 567.28
500.9 890.16
314.07 941.07
600.24 747.22
577.87 532.58
504.14 963.04
628.07 604.14
597.83 634.72
624.77 720.91
555.13 905.09
604.72 698.51
620.38 691.12
576.04 867.73
640.98 820
545.09 448.26
738 313.88
300.06 944
496.81 793.36
688.16 532.15
606.28 395.18
747.34 496.9
380.11 785.36
707.91 617.15
367.56 661
526.54 611.1
284.25 788.11
361.13 856.65
228.49 863.58
931.64 80.11
336.41 914.7
534.23 842.1
693.53 397.69
525.59 954.8
435.5 890.22
601.55 786.16
530.14 685.63
644.52 706.56
947.9 58.78
292.25 922.48
367.53 694.54
902.28 106.42
171.79 974.39
645.56 656.76
578.57 536.45
795.25 196.51
644.34 454.33
604.3 697.35
441.3 684.47
396.53 835.72
185.31 895.72
574.45 442.06
627.34 708.52
353.56 733.7
109.38 907.44
654.84 438.52
307.23 697.29
694.02 615.71
654.9 543.99
49.62 974.58
464.03 969.97
727.87 530.96
679.92 692.8
310.56 784.48
605.95 758.54
401.9 727.29
611.59 808.37
793.18 462.2
590.62 589.43
569.2 816.06
672.75 343.58
771.02 371.75
869.87 116.86
725.58 628.93
893.95 183.02
535.57 902.01
197.36 901.55
713.89 480.94
472.98 762.05
647.63 691.64
371.23 779.5
699.27 337.99
535.48 570.02
293.01 864.38
644.92 746.85
354.01 823.05
654.01 781.88
300.7 782.16
548.23 712.36
492.63 952.06
669.82 765.16
623.37 445.75
591.3 918.39
505.54 489.39
449.72 889.34
556.35 544.48
653.58 410.53
497.54 507.64
802.73 435.07
650.59 514.48
936.12 67.75
580.1 690.3
808.86 378.19
426.37 801.54
490.89 632.04
255.75 909.91
791.99 199.62
522.17 790.37
731.74 553.36
796.93 305.43
345.87 697.87
798.15 436.26
