57.04 607.68
428.27 871.82
330.88 562.76
335.15 590.14
193.3 808.74
585.01 479.87
350.29 895.96
174.11 858.94
710.5 513.53
91.4 364.45
147.31 165.9
531.66 571.18
601.76 607.17
166.23 663.05
450.79 352.12
40 19
783.32 802.61
519.88 301.95
539.35 142.34
462.08 235.33
862.24 209.6
779.66 843.65
611.5 392.44
266.21 297.28
375.87 92.62
275.89 272.9
587.91 691.18
484.94 205.36
743.74 468.46
457.96 949.16
744.44 108.28
599.05 385.24
735.01 608.97
572.41 361.34
151.55 225.1
425.15 802.88
751.55 345.56
168.98 657.31
491.9 63.54
699.76 504.81
141.58 905.12
692.89 303.05
426.56 70.38
153.23 877.25
821.68 582.05
191.35 177.89
817.19 475.26
155.55 503.92
732.02 405.59
279.58 568.74
682.24 755.85
721.92 475.3
123.02 367.81
517.01 662.98
426.22 104.68
549.55 345.99
471.72 374.98
846.98 316.87
456.1 271.89
739.19 567.28
195.99 761.31
839.44 397.66
500.9 890.16
531.33 194.07
843.04 626.76
657.61 197.85
842.16 123.33
109.93 743.13
314.07 941.07
286.08 336.31
140.26 733.09
600.24 747.22
252.72 144.47
210.58 115.6
113.77 454.51
752.22 686.15
543.44 73.89
436.72 201.94
696.22 290.35
436.69 232.43
577.87 532.58
628.68 160.19
504.14 963.04
695.76 924.8
189.95 335.95
97.51 625.17
94.39 437.73
894.62 290.02
227.3 769.07
410.72 201.97
628.07 604.14
451.61 466.35
597.83 634.72
624.77 720.91
565.75 375.13
184.27 737.91
555.13 905.09
242.87 188.94
604.72 698.51
584.61 351.3
494.46 80.39
740.75 612.05
620.38 691.12
804.53 149.11
576.04 867.73
315.01 569.2
305.83 173.92
108.55 869.05
154.88 326.91
79.35 76.6
640.98 820
545.09 448.26
408.98 298.75
465.56 501.21
152.65 323.04
738 313.88
300.06 944
127.23 65.74
784.97 524.58
609.64 956.11
72.27 875.64
653.86 322.12
104.8 505.05
227.09 290.29
662.8 114.54
492.54 379.13
496.81 793.36
509.26 382.37
688.16 532.15
606.28 395.18
100.62 623.07
863.25 491.5
747.34 496.9
380.11 785.36
552.81 357.1
176.58 374.25
131.63 743.28
55.91 639.21
131.63 847.07
721.64 853.97
707.91 617.15
217.57 65.95
168.92 624.1
340.98 319.41
367.56 661
802.39 806.88
526.54 611.1
144.81 630.18
402.42 253.7
136.54 855.19
66.16 427.81
573.35 302.29
548.05 225.56
311.35 110.63
808.04 134.71
284.25 788.11
743.8 615.22
361.13 856.65
228.49 863.58
229.44 249.55
53.8 81.42
524.67 426.8
94.67 258.8
891.54 232.76
146.55 125.1
931.64 80.11
47.09 58.72
336.41 914.7
398.6 432.78
534.23 842.1
693.53 397.69
525.59 954.8
398.69 241.1
585.56 255.13
684.01 945.28
435.5 890.22
601.55 786.16
576.68 142.43
222.33 383.01
82.25 659.93
811.06 662.07
691.49 802.7
530.14 685.63
142.77 689.5
727.9 777.73
31.07 868.68
644.52 706.56
85.45 551.99
274.97 145.18
292.25 922.48
367.53 694.54
218.63 155.92
240.55 521.44
902.28 106.42
80.11 782.1
775.87 870.39
210.64 456.62
114.05 404.71
38.58 252.08
189.28 247.69
153.51 620.32
195.65 779.66
645.56 656.76
150.76 636.34
569.54 422.04
578.57 536.45
255.29 396.95
795.25 196.51
70.28 389.42
590.75 70.93
197.67 155.89
