111.27 522.87
945.25 536.15
671.3 946.24
304.85 516.62
276.68 287.21
751.76 100.59
395.58 489.64
639.88 566.97
246.16 811.85
656.03 800.29
439.22 419.87
329.33 474.99
47.79 357.49
816.19 203.01
734.92 109.5
479.78 170.2
485.46 946.68
108.49 597.13
157.26 293.25
287.36 276.16
417.83 303.81
215 609.76
542.68 932.1
601.52 887.94
208.75 603.99
569.75 91.37
297.28 193.79
511.7 298.38
626.06 266.27
669.85 455.79
31.34 568.47
889.58 378.37
251.72 342.63
712.24 555.62
971.19 575.4
203.22 533.95
809.9 581.16
431.17 254.74
373.64 111.48
732.23 916.32
916.56 485.55
395.49 166.88
150.82 399.4
373.76 820.46
759.64 620.96
254.68 613.7
651.48 117.44
717 925.89
387.19 79.13
829.89 439.89
230.93 225.5
877.77 438.12
766.01 700.71
543.78 687.46
808.92 793.24
263.95 819.94
825.43 501.39
524.77 200.69
930.39 310.8
293.07 775.2
85.97 456.62
607.5 82.22
85.54 285.2
636.28 510.51
353.65 412.61
135.35 396.07
697.96 325.75
305.67 482.83
300.52 699.76
199.5 181.52
871.49 295.18
614.55 348.55
170.14 251.53
757.96 237.46
445.81 53.01
598.71 212.04
394.39 663.29
500.32 422.22
191.69 450.09
781.98 257.36
353.5 246.01
695.85 889.98
772.55 394.12
264.63 159.67
124.21 633.75
95.22 746.54
539.41 573.72
245.03 341.38
633.53 91.34
564.29 320.38
475.11 906.46
412.73 194.74
612.41 951.26
869.35 450.97
160.89 616.2
495.16 686.54
266.73 421.74
930.63 556.47
849.51 771.6
323.89 744.44
600.24 427.14
342.57 221.5
441.69 560.63
785 185.86
864.83 613.61
627.67 902.01
713.06 721.64
653.25 940.86
694.85 923.86
426.16 678.73
314.43 751.21
334.24 361.37
483.6 177.22
182.9 330.97
384.35 918.42
181.98 306.68
886.1 238.17
777.73 432.54
437.24 948.94
590.08 681.54
71.05 395.58
192.42 468.61
197.3 788.81
196.08 410.87
73.06 319.28
459.4 640.83
361.28 275.95
666.46 596.73
484.48 333.87
494.49 530.96
907.01 422.44
272.59 451.95
466.14 41.84
710.2 329.54
730.06 156.62
281.26 328.5
520.52 651.81
510.33 554.09
935.48 641.41
308.91 444.04
644.83 666.89
898.86 294.35
376.11 198.46
410.87 588.31
553.27 843.87
538.87 746.12
695.61 845.91
761.35 327.59
507.89 35.65
665.03 246.5
782.25 148.53
379.35 769.13
576.04 607.07
517.59 198.4
764.06 423.02
381.76 313.3
751.18 272.71
185.67 518.51
830.65 311.38
70.28 332.26
442.24 859.13
252.36 392.47
758.17 566.18
137.27 807.12
585.38 327.8
532.82 348.92
923.18 685.08
788.51 280.86
579.18 381.18
628.56 212.96
336.07 630.42
871.47 800.81
364.12 203.74
117.01 231.94
303.66 645.16
756.28 833.37
852.2 210.88
931.67 590.75
103.49 764.52
675.22 286.72
846.74 207.31
527.57 422.83
68.85 519.46
348.86 775.78
874.14 568.19
639.12 105.23
755.67 901.7
940.61 585.77
411.27 335.76
772.64 676.23
287.39 94.79
429.06 619.16
583 250.8
508.44 731.8
277.81 813.29
720.94 851.8
209.88 447.71
605.98 591.54
526.78 726.37
568.38 850.31
689.6 289.83
114.57 324.14
463.97 779.38
559.71 42.45
271.61 96.35
341.56 80.9
417.28 637.04
114.9 298.75
308.45 854.92
211.07 489.67
205.3 377.67
806.67 800.07
122.84 313.21
562.4 965
807.67 832.03
197.49 225.84
697.07 96.56
512.83 757.1
